id,commentText,Labels,Encoded
UgiJDF7am7gLJXgCoAEC,mam chahwal ko bhogona he adha ghntta ya sirf ubalna he,7,1
UgiOJMJGFHhM5ngCoAEC,hai,6,1
Ugiu0bJxLNI1lXgCoAEC,it was helpful thanks for the recipe cooked it today and it was yummi,5,1
UgiNOsHpMf0NaHgCoAEC,"very nice mam, thank u",5,1
UgjNUuAnSend2HgCoAEC,u can make khichda plz for me,6,1
UgjxbdhWfW__YngCoAEC,very nice,3,0
UgjN4nrxw1Xu3HgCoAEC,Mam.. Bas 1 hr marinate krke nd fir bas dum pe chadha k chicken pakk jayega??? Kachha reh gya to??,7,1
UgjjHB6vVwIaXngCoAEC,"ma""am vo jo chicken k badhey pieces h vo jalte ni h, proper cook ho jate h",6,1
Ugj3Pl65WS4adngCoAEC,mam your chicken biryani will taste of coriander biryani. I will not take risk. your RECIPE is not Hydrabadi.,6,1
Ugi8L-khvAvnRHgCoAEC,Kabita ji kya is me dahi dalna zrori he,7,1
Ugi_m5cg0D13ungCoAEC,javitri matlab,7,1
Ugg1g1RieaB3jngCoAEC,Ohhhhhhhhhhhhhh Nice,3,0
UggFIli8aSJuPHgCoAEC,aap cooking bahut acchi karti hai aap apna naam bataye kyuki mujhe aapse biryi sikni hai,4,0
Uggawz7Jq0jZz3gCoAEC,Bahut Bariki Se Aapne Batya Hai Mam👍👍👍,4,0
Ugh38ffOX_SuJ3gCoAEC,Hi Kabita.Today i tried this chicken biryani recipie of your's.Its the first time in my life that i cooked your recipie and i have to tell you that it was absolutely fantastic.I shocjed myself.Wish you could taste it.Thank You for this wonderful recipie.Tc and gd bless :),5,1
UgiDIz2bU3NhzHgCoAEC,osm,3,0
UgjDMZYYLL6a-3gCoAEC,Thanks a lot for the recipe. Never knew that the first try would be so successful ❤😍,1,0
UgjQRR4QITjuZngCoAEC,"My first Briyani... and trust me it was more than awesome. A big thanks to ""Kabita's Kitchen"".",5,1
UgjTGCtmzSmZtngCoAEC,i jst cooked this biryani....trust me guys...its really good...jst follow the process step by step..as it is told..and u'll end up having super tasty lip smacking biryani...kabita didi..ur the best!!! thank u so much,5,1
Ugib7XqP3V03pHgCoAEC,"helloo mam.
again i tried to cook biriyani .. but agai my biriyani burn from bottom ... can i put potato  slice in bottom of the handi to protect from burning",7,1
UgiBu6e-A0Gvo3gCoAEC,i will do it tommorow itself,6,1
UgiMwZo3tsWcsHgCoAEC,purnboli,6,1
Ugjsk7HYHDfFkHgCoAEC,superb,3,0
Ugi6Fn8imdvsvHgCoAEC,like to banta h yar,6,1
Uggu8rdBNOyIW3gCoAEC,your presentation style is awesome..speed is apt...no nonsense talks..that's best part.,4,0
UgjnXSeh3gpOOXgCoAEC,I also make like this but u can use cooker also for steam,7,1
UgixLzE_jWi7LngCoAEC,wow||nice,3,0
UgjGLPKEMwpjwngCoAEC,nice resipe,2,0
Ugg_9l8VIgrXK3gCoAEC,mem ismay kevda jal dal skte h kya,7,1
UgiLo2w8TWGJEngCoAEC,pressure cooker mein isi process mein kar sakte hai kya..matlab whistle nikalke waha seal kare toh hoga kya,7,1
UgiFT-jLfWXd73gCoAEC,lajawb testy,2,0
UgjUWky_IGRskXgCoAEC,wow...nice recipe.. thanks,5,1
UghSh_hFGXfUzHgCoAEC,good,3,0
UghahKagAcqjsXgCoAEC,yummy,2,0
UggTnmDmTu7dlngCoAEC,thnkx mam....,1,0
UghBZNsD_J6KyngCoAEC,thankew di,1,0
Ugiqk4i5ozhcpXgCoAEC,Can we add capsicum and carrots in chiken,7,1
Ugha1DoZDtInT3gCoAEC,hello mam like Biryani   &one problems chicken pura pakta hay kay,7,1
UghbGu8xFFB4lngCoAEC,Tried this recipe today n let me tell u that it came out very tasty wt the measurement u suggested...my daughter n my hubby liked it...thx kabita & keep up the good work,5,1
UgjWuHZ8nlDhLHgCoAEC,great,4,0
Ughfuv922dmIj3gCoAEC,madam maine bhut sare recipe try kare h ....or wo bhut hi tasty bne hai..thank you mam for your guidance..😄😄😄,5,1
UgisxztDtzdp1HgCoAEC,we r trying to make n thnx for recipe,1,0
Ugg7k0olGI9ZbngCoAEC,tamater ka use nhi kiya,6,1
Ugg1PeM4fI5uE3gCoAEC,Good,3,0
UghBj2gC3DwIfXgCoAEC,we don't like it,6,1
UghlLqLKcbk9T3gCoAEC,yummi.,2,0
Ugi6X0xvznXPO3gCoAEC,chicken ko paheley pakana nehi hay??,7,1
UggQ55vc4bdA4HgCoAEC,i love your recipes... its delicious... :),2,0
UgjjBB5hbRW3P3gCoAEC,kabita aap ne mujhey reply nhi Kia plz batayen na one kg k liye ingredients ki quantity,7,1
Ugi65crQdxGId3gCoAEC,shahi masala yaha pakistan mein nhi ha so which we should use ?,7,1
UgglzeFKdymOsXgCoAEC,and aapne 600 gram chiken liya agr ham 1 kg chikn lenge to quantity double krlnge na sare species ki,7,1
UghB9n20A2j9zngCoAEC,plz kashmiri hedrabadi biryani recipe btao,6,1
UggDBkUEp1bVrXgCoAEC,Kavita plz one kg rice and one kg chicken k hisaab se sb ingredients ki quantity bata dein plz zarur batana reply mein plz,7,1
UghUCtobEWK_kXgCoAEC,bhut taff hai,6,1
UghxKAiW0bnzTXgCoAEC,nyc....,3,0
UghowFG0IPV8FngCoAEC,nice,3,0
UghyIqBlSooXA3gCoAEC,😱😱 super recipe 😋😋,2,0
Ugii2XA6HtjkXngCoAEC,i will try. thank you,1,0
Uggr2Vj58hYZnHgCoAEC,Kavita ji I must try thank you,1,0
Ughl94BrRSKCrXgCoAEC,chicken ko kasana chahiye tha,6,1
UgivZMSBpvp9vngCoAEC,thanx Mam for this  recipie.....,1,0
UggkP7rzIx4erXgCoAEC,so nice,3,0
UgiNhbrtTyL9mXgCoAEC,mam chicken katch nh lage GA kyuki chawal toh pahle se adha gal chuka hai,6,1
UgirU8d-oj2QYXgCoAEC,badi mushkil h,6,1
UghYrKJebr81xngCoAEC,TASTY  biryani,2,0
UgimoMm4IGTYuXgCoAEC,so tasty,2,0
UggIC9MWhaQE_3gCoAEC,hello mam....agr one and half kg rice lungi...tb sara ingredient kitna lena h.....,7,1
UgjLAHmuQgOMVXgCoAEC,y chicken kachha rahega ya fry hoga y to btaya ni aapne,6,1
Ugig-LJe6Q-J9HgCoAEC,dear kabita ur all receipe is looking so delicious,4,0
UgiNEgx8Eurkw3gCoAEC,yummm,2,0
UggiJtqjUHXutXgCoAEC,pressure cooker nhi tha aata kharab kyo kiya,6,1
UghSZf6vCSo0IXgCoAEC,mashallah ...biwi ne dek ke banaya  super test ..✔,6,1
UgjcI69bdwMyU3gCoAEC,where can i get shahi biryani masala,7,1
UgilmR9klys8xXgCoAEC,"u r superb mam,,,the way u teach us. nobody can do that,,hats off,,,and hugs to ur son.,,,regard deepanker",4,0
UghdqX7AkFGUzHgCoAEC,aapne oil dalneka bhul gaye ho,6,1
UgiHWmDj1QUO-ngCoAEC,mam i do not have pan at home... can u suggest any alternate utensil to cook dis biryani. plz revert,7,1
UggEUJso8Vo7zngCoAEC,Thanks a lot dear sister...awsum texture of yummy biryani..will try soon,5,1
UggVrJdHoM4i93gCoAEC,hi kavita  I have question can I use aluminium  foil instead of dough for sealing biryani pot,7,1
Uggxa7S0pxwzNHgCoAEC,very nice,3,0
UgjuGxBXVdmCFXgCoAEC,pudina dalna jaruri hain kya AGR nahi dala to kuch test krab haga kya,7,1
UgjuEOBNjzNHKHgCoAEC,You forgot to add tomato this is not real biryani,6,1
Ugiyeqltm88h1ngCoAEC,"Hello mam,  ramazan special harees bana na sikhaiye na plz",6,1
UgiuhZ-be9-8IXgCoAEC,kabita ji rocks.,4,0
UgjNSpPW9xMDxngCoAEC,so nice rcpy kabita baa,2,0
UggDoLSdWLcamXgCoAEC,i will try this for sure. Thank you Kabita,1,0
UghzEBZeTHpUDngCoAEC,hi,6,1
Ugh1qikHSp9RXHgCoAEC,ma'am check masala karny ke bad dam karny sy pehly ap ny nechy oil dala ta? jab os k oper chawal dala?,7,1
Ugj2hZwUwF8-pngCoAEC,any gosht biryani video???,7,1
UghCdvnXrfDSw3gCoAEC,tasty,2,0
UggX7euIFsn-eXgCoAEC,Hi Kabita can you tell me this recipe serves how many persons?? Thanks for the awesome recipes 😘 loads of love from Singapore,5,1
UghhwoqAjetvEngCoAEC,thank you for doing this it's soo delicious,5,1
UgjcfvP2yOmKY3gCoAEC,Superb.,3,0
UgjsJwdTIAbluXgCoAEC,i love the way of ur cooking food,4,0
UgiXnI28zWGQ_ngCoAEC,nice,3,0
UggKfvADqd7i93gCoAEC,g bahot acchhi hai biryani shaandar main bhi kabhi banata hoon lekin thoda difrent andaz mein lekin yeh to bahot khob hai abh iss tarha he banau ga,6,1
UgjvJ0O3ULAhU3gCoAEC,"Hi Kabita! thanks for the recipe, wanted to know whether 1tsp salt will b enough for rice? looking forward to trying it.",5,1
UggRDjxokKZPjHgCoAEC,is me tomato nahi dale mam,7,1
Ughee9FZsSzfG3gCoAEC,nice,3,0
UggXesuFFzJEBngCoAEC,Can chicken be done in this short time 😕,7,1
UghDPL4tUz56O3gCoAEC,awsm,3,0
Ughos_upIU1q5HgCoAEC,kabita ji bina food colore ke biriani ka recipie banaie ak.. coz its hermful for health..plz,7,1
UghVnEdDEvtWQngCoAEC,what if not have kitchen,6,1
UggadABEnAdMMXgCoAEC,nice,3,0
UgjKyECF4F4ekXgCoAEC,"ma'am 
hame kaisyy sure ho ki heyy chicken achy see cook ho gaya hai?☺",7,1
UggNnVKVooBPzXgCoAEC,thank you didi,1,0
Ugh1Dp7Yg2FBXngCoAEC,Great video!👍👍,3,0
Ugjz9zL4oQe423gCoAEC,cake,6,1
Ughk1vHPFCHY3XgCoAEC,"madam ji 
isko hum pressure cooker me bna sakte hain ????",7,1
Ugi5acuvE41R4ngCoAEC,"your cooking system is very systematic 
and your kitchen is too so clean and beautiful
",4,0
Uginy2uFOgB5tHgCoAEC,"heyy dear thanks a lot for sharing this recipe , it really help me out vry much! i'll will really try it.😊",1,0
Ugh_eX9xoTduN3gCoAEC,"Kya baat hay. Agar aur mirchi dalna hay to kitna dalna, aur kuch alag karna kya?",7,1
UggFMFKx6_6X2XgCoAEC,very nice video :),3,0
UghYZVtyutflmHgCoAEC,"Hello Kabita, I am bad cook i tried your biryani recipe it was great because of your detailed explanation your awesome",4,0
Ugj_UFRgpSghMHgCoAEC,biryani masala kesa banate hai ghar pe plss answr,7,1
UgijjEHFE3Nh0XgCoAEC,ma'am chicken achhe se pk to jata h Na..,7,1
UgjuENr3AWpaFngCoAEC,plz make fried rice,6,1
Ugir_Noec1vnDHgCoAEC,thanks for biryni,1,0
UgjcAjhTLNVke3gCoAEC,ur way of cooking is very easy and nice didi,4,0
UgjCbrF8q67rSHgCoAEC,mem apki har recipe bhout hi super hote h.. me apki har recipe tray krte hu.......,4,0
Ugh_LdH2X8_D5XgCoAEC,I really love it..😘😋...Thanks..🙏,1,0
Ugiqb4XcuLGJPHgCoAEC,madam ye aata barbaad ho gaya uska kya karna hi ?,7,1
Ughkq8PEfIVlxXgCoAEC,very nice recipe,2,0
UgjIpCdZN_9JH3gCoAEC,nice I like it 😘😘,3,0
UgjGTMGrB5AJJHgCoAEC,hum ye biryani cooker me banayenge to chalega kya,7,1
UghFt04w3rMsFXgCoAEC,hello mam,6,1
UgjfZ1kJfBjRyngCoAEC,niche se chicken jalega to nahi na mam,7,1
UggjpKr4FreGDngCoAEC,thank you for ur reply so kind of you I really love your cooking and way of explain of cooking my mom too watch you on YouTube thanks,5,1
Ugg3Yq4IWJ2JdHgCoAEC,superb😘😘😘,3,0
Ugid5H05ZSFT2XgCoAEC,wow,3,0
Ugj3JdaLKz3gyngCoAEC,what is shahi Masala..can u plz tell me how to prepare it,7,1
UgiTL_tkyhSFmHgCoAEC,u alwaz rock mam,4,0
UgiGdf2iQ6lzoXgCoAEC,Kabita didi I love Ur cooking style,4,0
UghHoC8Cfvp_cXgCoAEC,awesome,3,0
UgjeJCACYiHBI3gCoAEC,"I have a Haandi to cook. How will I cook it on the Tawa with a round handi?

Any alternative of cooking it on not direct heat with Haandi?",7,1
UgiUOIOF_dnKVngCoAEC,yestarday i made it.....i burnt some of my biryani and chicken pieces :(,6,1
UghIM1zAism4jXgCoAEC,"kabita di.. i tried it... but meri biryani niche se jal gai ti halka sa... kya reason ho skata hai...
but chicken ka taste bahut hi acha tha...bahut hi achcha... everyone loved it.",7,1
UgitzJKalW3n9HgCoAEC,tamato rice show me,6,1
Ugh3qW7flFwOmXgCoAEC,nice cooking,4,0
UggxoLygIIbNfXgCoAEC,can you please show my family how to make dum ka murq,6,1
UghgYNCkOu721ngCoAEC,kabita can you catering service?you are too good cheff I love your cooking producture thank you for your time,5,1
UgjGOWCNvT1A43gCoAEC,kabita GI tussi great cheff hoo,4,0
UgjUrro_1M6ALXgCoAEC,Pan should be nonstick????,7,1
UggLustJXkfv0ngCoAEC,please  show   how to make   chicken   cutlets,6,1
UgiAwHraE4XDvHgCoAEC,Nice,3,0
UggnFWgBigEQn3gCoAEC,nice,3,0
UggtU4OtWbB8i3gCoAEC,very lovely voice and cooking as well,4,0
UgjEz2N5Bui3LXgCoAEC,thank u mam,1,0
UgiyHAQn4fYN53gCoAEC,testi,2,0
UgjqEr-HDaeR3XgCoAEC,khane me bahot testi banti hai mam lekin  calarful nahi dikhati,2,0
UghpOU5TFL03lngCoAEC,"New sub.sis like all you're video's,i'am not indian but like Indian or Pakistani foods!",4,0
UggW8cjI7tQ4KngCoAEC,thank u so much mam,1,0
UgjxLB6tSeIrEngCoAEC,Nice! very well explained :) Thanks!,5,1
UgjIFdlzIg5KU3gCoAEC,kya kekar biryani h,6,1
UggwqLfntyQXcHgCoAEC,"Maine ise last tuesday banaya tha and it was very tasty😙
Yummmmmmmmmmmmmmmm
keep it up",2,0
Uggi9jidQVaSx3gCoAEC,superrrr biryani kabita ji,2,0
UgilOKRz43DbOXgCoAEC,"madam biryani acchi bnayi h tumne
ab ise hmare ghar dene aa jao",6,1
UggQegUoGIvqS3gCoAEC,good,3,0
UghU8GQ3xNzpSngCoAEC,cooker me banana ho to?,7,1
UgjPg7bR7be7UngCoAEC,ur way of cooking is unique and different,4,0
Uggjjt0CO4Dxj3gCoAEC,aap ki har recipe bhot hi achi ho ti h,4,0
UgiVNi1ZJTcMxXgCoAEC,Saffron kya sirf colour ke liye hi hain??ya fir taste ke liye bhi??pls reply,7,1
UggTrW4do8jv6HgCoAEC,😋😋kabhi Ghar bulake khilao kabita ji....,6,1
UgjPajkNJ3mBwngCoAEC,"I tried this recipe and it is really superb☺ I have a doubt
is it necessary to add saffron",5,1
UgiosVQ6qRHL3ngCoAEC,biryani bnani nh ati itni ajib si banai he shakal se hi baqwas lag rh he😝,6,1
UgiaS9qeSYPmKngCoAEC,thanks dear so nice of you my sister,1,0
UgiKcbJiqx-qh3gCoAEC,nice,3,0
UgjXG4MTNgEDC3gCoAEC,where is oil?,7,1
UgiHpNM8Ya8QL3gCoAEC,awesome fabulous,3,0
UgjG0c2xQfNUsHgCoAEC,kabita ur cooking skills r too good I want to cook it on Friday so my husband is very found of biryani,4,0
Ugg9HPotgNCrpXgCoAEC,So sweet Kabita ji.... I am vegetarian..  Bt Apki Ye biryani dekhkar Aisa lg Raha he ki nonveg khana shuru kr lu.... Weldone Kabita ji....... Vry Nice 😊😊,4,0
Ugg0mRCl85vsQ3gCoAEC,thank you aunty,1,0
UghTvuc8bklq53gCoAEC,realy ur a magician I always follow ur recipe,4,0
UghaxPmLp8hV3ngCoAEC,so  sweet cooking mam,4,0
UggY9xR9EkOlwngCoAEC,ghee ki jaga oil use krskhty hn?,7,1
UgjC3lsTMInitXgCoAEC,I love chicken biryani. can you please help me to know the ingredients for 1.5 kg of biryani. as Sunday is party day.,7,1
Ugi3F5ssG-Z3oHgCoAEC,gee na mile toh kya dale,7,1
UgiS5H_i2M-7RHgCoAEC,Thank you Kabita I follow your recipes. I tried this recipe my husband really loved the biryani 😀,1,0
UgiNJcvSMA6CNHgCoAEC,kia hum is m  ghee ki jaga oil b use kr skhty hain,7,1
Ugi89QI5MNLFyHgCoAEC,Ma'am i made this dish on mother's day and it turned out to be the best... gharme sab ekdum khush huye... mummy daddy bole ekdum hotel me khaya jaisa lag raha h.. mummy k face pe wo smile dekh ke mujhe bhot khushi hua ma'am and dis happened all because of you.. tysm ma'am thanks alot😍😍😍😍😘😘😘,1,0
UgitWo8AFj3PdHgCoAEC,looking tasty,2,0
Ugh1ez0vDr_KK3gCoAEC,yammeee😃  and  tasty  beryani👌👌,2,0
UgjyaeFdxc1gyngCoAEC,what is namak how to prepare it,7,1
Ugh46F04rRFRaXgCoAEC,this receipeas is really out standing it is very very tasty 😉😉😉😉😉😙😙😙😘😘😍😍💋💋👄👄👄💋💋👄👄👍👍👍👍👍👍👍👍👌👌✊✌✌,2,0
UghN4kUaIssGT3gCoAEC,mmmmmmmm nice,3,0
UgjCI5swxzJg5XgCoAEC,won't the biryani burn without oil in the chicken marinate??,7,1
UggahrwJvhlve3gCoAEC,Nice biryani sister,2,0
Ugg9czqcIHN2t3gCoAEC,"awesome didi
thanks you very much for this video",5,1
Ugi7T4pxK1E38ngCoAEC,bartan yehi use hoga ya koi b,7,1
UghpGiLsAnvCmngCoAEC,is food color and saffron compulsory,7,1
UgjHLS3Um6cPrHgCoAEC,lovee it,6,1
UggnBPE0lOX31ngCoAEC,@kabita's kitchen plzz mujhee btaiyee yee biryaani masala kyaa hota h,7,1
UgjpgBEKKTjBmngCoAEC,ye hai Asli Hyderabadi biriyani,6,1
Ugj6S82JQZ9-o3gCoAEC,Mam can we cook it on an induction as well with the same time u have mentioned???????,7,1
Ugjxwb-pV4PnFXgCoAEC,Tasty recipe,2,0
UgjGHXJHZBbvmXgCoAEC,thankyou so much for your wonderful recipe ... being praised for cooking biryani at home... all praises to you..n waiting for many more good  recipes ...😘😘😘,5,1
Ugh8DIUeUvJhRngCoAEC,kabita ji...agar biryani masala nahi ho to kya karen..🤔🤔🤔,7,1
Ughf9PZTSxBTwXgCoAEC,pliz tell me how to make this saffron,7,1
UgjHzuuPx3JUGXgCoAEC,"kabita mam kya hm isko poora ready kr k baad me kuch hours baad gas pe banane rkh skte?? 
plsss tell me now...",7,1
UggpA1Xquo2CvXgCoAEC,krela jus,6,1
UgjHHppiKvnvrngCoAEC,joradar,6,1
UgiYW5eMP-9kkngCoAEC,Mam aap ka Cook krne ka trika mujhe Bhut psnd aaya.  Main ye dish jarure try krunge.,4,0
UghtmIns1FkzEngCoAEC,waw biryani bahut hi yammmmmi😋😋😋,2,0
UgiBwZ-7Dj9TsngCoAEC,i watch kabita's kitchen video as i cook.,6,1
UgjhaUmPtBfWVngCoAEC,mam kya mai sookhi dhaniyan powder daal sakti hon...mai use already mix kr liya hai...but agr mujhe jaankari ho jaaye to aage se khayal rkhungi😌,7,1
UgjKxFsKfdXNYHgCoAEC,love u mam koi itni jaldi reply😙😙Allah paak aapko khush our healthy rkhen,4,0
Ugg9kiVFKAb_m3gCoAEC,ok aap ka bahut bahut shukriya,1,0
UggV_YfWHDWgc3gCoAEC,mam just reply plz.....kya ham khade masalon ko pees kr nhi daalsakte...our agr ham sookhi dhaniyan pees ke daal den to uska test alag to nhi hoga,7,1
UghgZ3nYKBlZNngCoAEC,yamiiiiii,2,0
Ugi_tRw4_OdOA3gCoAEC,yammi recipe,2,0
UggViPOyU7klfXgCoAEC,I made it today and it turned out really well. everyone at home loved it... thank you kabita... U make it look so easy... Do keep posting more recipes... Looking forward to your mouthwatering recipes☺,5,1
UggXVrB39jZqaHgCoAEC,can I use curry pata??,7,1
UghV7EkH85Y_HXgCoAEC,pudina dalna jruri he khy,7,1
UghlrZfLh4eH5XgCoAEC,I m making biryani with your recipe ,6,1
UgjUpm1IBYsff3gCoAEC,mere mom ne sirf food colour hi dala tha,6,1
UghixQVX8ZRZvXgCoAEC,ye biryani meri mom ne banai thi bhuhut delicious bane thi,2,0
Uggn0naC5Zdm6HgCoAEC,This came out awesome. i have tried to cook biryani so many times but it never tasted good but watched your video and prepared as you told and it was awesome. Thanks a lot :),5,1
UggP9s288MPQWXgCoAEC,"the meat has to be cooked initially.
i tried ur recipe but d masala nd chicken was not cooked properly......",6,1
UghtHs-QEb5Mw3gCoAEC,"Mam can we cook this in rice cooker,,,,and do we have to add oil during myelinating,,,plz let me know,,,I wanna try this",7,1
Ugjxf3-19042aXgCoAEC,Can we add potatoes?,7,1
UgjtWV7GkVbMbHgCoAEC,Hey kabita thanks for recipe.. but when making my chicken was burnt. Why??,7,1
UgipCCICJu92E3gCoAEC,nice mam..god bless you ...love it,3,0
UgjfQ3GNfPmKKHgCoAEC,"Just cooked the same , super taste .",2,0
UgiYPIGXXtWXDngCoAEC,"U r mind blowing
U give very easy simple though tasty ideas to spice up regular food. I really love ur every recipe and I admire u a lot. Thanks for ur gr8 channel. 
I always try ur recipe and believe me whatever I made all dishes are now my hit dishes and my family members and guests always demand me to cook at home instead going out and keep on complementing my food referencing finger licking. 
Thanks a lot Mam
All credit goes to u😘",5,1
UgjPX2CRM7f8NngCoAEC,yummiiii....,2,0
UghyYnPhp7qzWXgCoAEC,I ll try it soon ..just loved it ...i m a big fan of your cooking al because u used easily available ingredients...,4,0
Uggtc8yxRNGIaXgCoAEC,nice,3,0
Ugg40lYUztwgtXgCoAEC,va didi yumi,2,0
UgiNDhcivnG7rHgCoAEC,dahi use karna jaruri hai kiya ....uske jagah par kuch use nh kar sakte,7,1
UgiGEWGihjGBgXgCoAEC,i tried this recipe....it was beyond expectation...aap awesome ho yaar....👍👍👍mere husband mere fan ho gaye ...main apki...😚😚😚👍👍👌👌,4,0
UghyA-f3buCgLngCoAEC,Hi.  I. don't no. Hindi.  but. I. can. undstand. I. am. try. all Ur. repices. it's very yummy my. family members like your items. tq. to. beeing. this,5,1
Ugg8qZ6bU6meP3gCoAEC,kya bina dahi k bana sakte h ?,7,1
UggX6kzSinsSi3gCoAEC,aap veg. ho yah non veg,6,1
Ugjmg2Bg1qHFQHgCoAEC,very nice n simple receipe.,2,0
Uggt0xJlcsXbEngCoAEC,is ma to chicken sai nai na ho gaaa,6,1
UgiTkv-XulHOXngCoAEC,WOW... NICE...,3,0
UginPhk3hM5OI3gCoAEC,When shld I add oil??,7,1
Ugguz459k4oi2ngCoAEC,keshar is for color only or for taste also?,7,1
UghC-h4buAYWuHgCoAEC,u always best,4,0
Ugi4RrKimQAkVngCoAEC,maaam u r awesome...nd aapki cooking recipy mind blowing👌👍😘😋,4,0
UgilRQeDK9Z0ZngCoAEC,Wow very nice recipe,2,0
UgiB-4J0YGxx0XgCoAEC,Mam is it necessary to cook biriyani in non stick pan only or normal kadai will do?,7,1
UghHM_dZUkKhZXgCoAEC,nice,3,0
Ugg_8-2tQuQ-v3gCoAEC,I love u kabita di  aapse maine bahot dishes bnana sikha h,4,0
UggpST-1oVSJn3gCoAEC,what is javitri,7,1
UggWxa_DndxaBHgCoAEC,"Kabita Di
Biryani me dahi daalna zaruri h???
Aur agar kesar ni h toh sirf food colour daalne se chalega naa???",7,1
UgiZipWh1OF-o3gCoAEC,kabita ji aap bahut acha khana banati hai,4,0
UggZNINZ-Gabf3gCoAEC,humm very nice I love it,3,0
UgjzAUVaKsnhGngCoAEC,wow,3,0
Ugjv-uLbNhJoLngCoAEC,can we use pressure cooker on place of pan??,7,1
UgjmYf8YcNabj3gCoAEC,good recipe,2,0
UggfY2n7z24yU3gCoAEC,very tough....,6,1
UgibyhwGauI1ZngCoAEC,chicken I'll cook??  When we dum cook the chicken,7,1
UggG_e5OlRKNNHgCoAEC,mam u r great,4,0
Ugikogx3pPlDG3gCoAEC,Nice,3,0
Ugh6jmRBkzQWSngCoAEC,very very nice recipe kabita...,2,0
UggcNnCJ34GGhngCoAEC,very nice biryani,2,0
UghwWnNdOZob33gCoAEC,chiken gala he nai,6,1
Ugj2S33DTrC2_XgCoAEC,Aap mind blowing ho ji.... Really it looks vryyyy easy... Nd vry tasty..,5,1
Ugjh0VHhUXBBmXgCoAEC,This recipe is delicious !,2,0
UghxFHcfOaTwIHgCoAEC,Kavita ji koi Gulab Jamun ki video banaye,6,1
UginJSRFu7ObAHgCoAEC,biryanniii.....................thank u maam,1,0
Ugh_2Srzr11xq3gCoAEC,Ur cooking style is very good,4,0
UgjlLrBkLmRjSngCoAEC,mam did u have any recipe of jack fruit dry sabji,6,1
UgjrqK6SBUZ7q3gCoAEC,thank you mam😊,1,0
Uggrn1CeHBZ01HgCoAEC,mam agar chiken na khate ho to chiken ki jagah soyabin dal ke ese hi biryani bana sakate hai kya,7,1
UgjttIk4PI4szngCoAEC,DID you put salt ;),7,1
UgigEGMxQ4G2zngCoAEC,i like the way u cooked chicken..ur cooking style will help me to cook much better...,4,0
UgjG5ySx8oGjo3gCoAEC,mam should we follow the same timing for dum even if we marinated the chicken overnight.? plz let me know if in this case the timing should reduce,7,1
UgjdEnDTXGGx-XgCoAEC,Kabita Aunti Kya Ghee ki Jagah butter use kr sakte hai,7,1
UggtKWF3W_bAo3gCoAEC,This Biriyani serves how many people ?,7,1
UgjBZBIzxuUxI3gCoAEC,Hii. Kabita... Rice ko soak karna nai hai..?? Recipe bohot achhi hai.. Wit timings of cooking.. Love ur vedios.  Thanku,5,1
Ugjb43ptHHPYmngCoAEC,delicious# chicken dum biryani#😜,2,0
Ugg7sDynGiabZHgCoAEC,"Simple and nice recipe Mam, great.",5,1
UgjHhwY6gjVJ5HgCoAEC,why you dont wearing the gloves......to make the foods....,6,1
UgjL1ugDvSG9zXgCoAEC,yummy.....,2,0
Ugi4LvUJg3Y2gngCoAEC,What do you do with the dough afterwards?,7,1
UgiLat7z63emx3gCoAEC,good job,4,0
UggcfI_QCkusqngCoAEC,nice,3,0
UgggQtz0Q-RmoHgCoAEC,superb kabita ma'am🙌✌👍👍👌,3,0
Ugh-CC-5Ic33eHgCoAEC,"Very delicious recipe :)
we tried it today nd it was just awsmm...",2,0
Ugi04ps_N5IamHgCoAEC,yummy,2,0
UggacskbpSpEXngCoAEC,I just love the Biryani... thank you didi,1,0
Ugi8oVD6_R37LXgCoAEC,Thanks for this great Recipe.....,5,1
UgjUrvBRgHO_RngCoAEC,Didi u just make my day with the simple steps to prepare biryani,4,0
UgjfvO17cBnL13gCoAEC,Sabun se chikan ko dhona hai,6,1
UggSkv4jbTPUzngCoAEC,"wooow ........................
so yummmy n teasy i love it",5,1
UgjZz5Hl5zA0pXgCoAEC,yes,6,1
UghW_U-VpOggU3gCoAEC,very good very nice yummmmy,5,1
Ugg_qyg1ZMVsc3gCoAEC,great recipes!  this briyani recipe is awesome!,2,0
UgjQc-SPsLPo-HgCoAEC,ye chicken isme kacha too nae rehjaega,7,1
Ughl-_CoiMo0GXgCoAEC,very nice recipe,2,0
Ughoq6emTYWYoXgCoAEC,good and easy recipe. thnkuuu diii,5,1
UgivKZnipx6X1XgCoAEC,nice,3,0
UghaRF35Pg2LLXgCoAEC,owssome recipe.....👌👌👌👌,2,0
Ugil3AKAHLnzxXgCoAEC,thank you reaply karne ke liye love you,1,0
UgiNTzTvlmxpLHgCoAEC,nice kabita ji,3,0
UgiVo7usOgX9v3gCoAEC,Which biryani masala do you use can you show me packet,7,1
Ugj32pv2CbPwS3gCoAEC,shahi biryani masal koun sa plzzz batao wo milta h ke,7,1
UghupvizC-OXRHgCoAEC,hiii.....I love ur cooking style kabita aunty .....,4,0
UghRhjk3Oe7sOngCoAEC,"Hi Kabita.
Thx for biryani recipes :-)",1,0
UggRNwdLxQhDtHgCoAEC,Chikan me dhi dala tha tab chikan garm tha kya,7,1
Ugj4ZVhMox-GpXgCoAEC,"it's too simple way ...
thanks",5,1
