id,commentText,Labels,Encoded
Ugwfoqo5njb7UOBHVPR4AaABAg,Nice mam,3,0
UgxO-ptSs6hwbYvIf4R4AaABAg,I just love your voice ðŸ˜ðŸ˜ the way uh speak like a child â¤ï¸ðŸ˜˜â¤ï¸,4,0
Ugzi7Ki0SFKa9TtikwJ4AaABAg,nice paratha,2,0
Ugyf4HgGv6BuTmNeZ4t4AaABAg,taste,2,0
UgwT8Mezfy53na_rok14AaABAg,Kya hum alu parathe ke mix me maggie masala daal sakte hai!??...,7,1
UgyVFCh6ynX6Iz3spWd4AaABAg,"Nice receipe mam 
I love your all recipes",2,0
UgwaKlWvotyfiMAFPDB4AaABAg,Yum yum,2,0
Ugw2OxXIip0Aug_MhUx4AaABAg,I saw so many aaloo paratha recipe including Sanjeev kapoor but I love the way u detailed out the instructions thank u,5,1
UgxUeYrdrsyYNuXqeNh4AaABAg,Yummy Pratha. Thanks for Sharing.,5,1
UgwasX-5BrRUDK0lMnR4AaABAg,v nice mam,3,0
UgxtkFHjqPlSww8dCc14AaABAg,mam parthe sepuan nikalta he,6,1
Ugwvi1zrGoYOsyvR5kh4AaABAg,mam ab bhot ace se samjate h ap muje bhot ace lagte h mamðŸ˜Š,4,0
UgyIDXAnmwasDm8k0zB4AaABAg,Thankiu mam ðŸ˜Š,1,0
Ugys0sxO0FXUG_W9V-V4AaABAg,"mujhe belna nahi aata
ðŸ˜­",6,1
UgxbjdHtMamMpZMg4Sh4AaABAg,Yummmmmmm! Tasty hai hðŸ˜ŠðŸ˜‰ðŸ˜‹ðŸ˜˜ðŸ˜…,2,0
UgwgizxhPfNPTllCOC14AaABAg,Liked your simple clear presentation and tips given.  Will definitely try to make it..,4,0
UgzNmiwvcrPRT21VZpF4AaABAg,Salam. Nice recipe. Subscribed when i saw the parathas ðŸ˜‹ðŸ˜‹,2,0
UgyrUBEy1YuirEbw5Jx4AaABAg,Wow..ðŸ˜™ðŸ˜™ðŸ˜™ðŸ˜™,3,0
UgyDdUMXw4bcnErp8JN4AaABAg,Nice Aunty ji..........kaun se oil ka use karna hoga??,5,1
Ugx9ImRE-zRgrB3Caxl4AaABAg,thank you so much,1,0
Ugxe7s3sYzqmvtMJzdh4AaABAg,good,3,0
Ugyp1l8N9HYhzrMym6R4AaABAg,M trying this right now,6,1
UgytZ46u2WSznw4FV9d4AaABAg,Nisha are your best cook.I love it,4,0
Ugw8FWoXtTCRIUFk9pV4AaABAg,YmmmmeðŸ˜‹ðŸ˜‹ðŸ˜‹,2,0
Ugzq6ksJtyXIQJ_7d1V4AaABAg,Nice,3,0
UgywhFHlMZVGbJ_uA594AaABAg,Awesome thankyou so so much ...GOD BLESS YOU,5,1
UgzeZbfybpQyEU3UNgp4AaABAg,superb ...,3,0
UgwUi7su80V1XGrGaDB4AaABAg,"Thanks aunty jiii
Love u alots",1,0
UgxAEo7oITeubOHlLiZ4AaABAg,wow...,3,0
Ugx_p1YeN17W3ZdxIGh4AaABAg,Nice,3,0
UgwpGZjkf96eVNTSLEV4AaABAg,good,3,0
Ugws9JEJIwlUI66tnBZ4AaABAg,Ty mamðŸ˜˜,1,0
Ugw8apMEeZcLZy-b8HR4AaABAg,Mam tikki banana sikh do please,6,1
UgzLOngnrll-X_5Dy3p4AaABAg,nice,3,0
Ugz_MYehBpiFyipxia54AaABAg,thanks you anuty for this taste recipe I love it....,5,1
UgypRuK1k8olTJrvGHR4AaABAg,thank you so much and really appreciate,5,1
UgwhvjhSzmQYh7BInNB4AaABAg,You are the best ðŸ˜ŽðŸ˜ŽðŸ˜˜ðŸ˜˜,4,0
Ugy8zpMlzCOfCv5avep4AaABAg,isko dekh kar mujhe bhook lag rahe hain,6,1
UgzVxw2qxZF0-p8xWXl4AaABAg,thanks allot for sharing this with us mam,1,0
UgxZGsikaQ4AvbR43Od4AaABAg,"wow 
is video se mai ne sahi stuffing method sikha
thank you so much mam
ðŸŒ¹",5,1
UgyRRxJ6ZJMohBOJ-0J4AaABAg,You have not cooked the aloo stuffing this a wrong method. We should not use stuffing without cooking it is not good for our health,6,1
Ugx8G8LFNMU0j5BLpBN4AaABAg,this is a favorite food â˜º,6,1
UgxxZm4sO2Z04NOWtT14AaABAg,very good,3,0
UgwQiVoOeRd8mkOB_814AaABAg,Wow mam apki to Baat hi alg h khane k sath sath apke bolne me bhi test h  love you mam,5,1
UgyqkZwJlq4ENR51swh4AaABAg,Delicoious,2,0
UgyNyDCxKnnY3WnHkHZ4AaABAg,thank you auntie ðŸ˜Š,1,0
UggvjuMfy7q4CHgCoAEC,Very nice recipe mam,2,0
UgyOv7wG88W-FqnDZJB4AaABAg,I have tried it..and its taste was very good..everyone in my house liked it alott...tanks for the recipie...,5,1
UgzwxlNiBZLIPiWI3Zx4AaABAg,Super unti,3,0
UgxvIa358NmAQpsW_R54AaABAg,Nice recipe nisha g,2,0
UgweCZoH-ZNxUlSO12R4AaABAg,nisha ji ur g8 love u,4,0
UgyCgto5E1ZuzH4cBOJ4AaABAg,Thanking for u,1,0
UgyYLnZ_WV1EqQqo_fJ4AaABAg,Nice technique mam all ur recipes are coming tasty at first trail,4,0
UgzVGtX2OSZTTn73LBN4AaABAg,very nice man bohut acche prathe bante h m agar kuch banate  hu to aapki hi recipe dekhte hu thanks so much mam,5,1
UgyfPv08bcJrQTCy50t4AaABAg,Ill try 2mor morning mam .,6,1
Ugww3oitaUMYlck9ee54AaABAg,Nice yam 1,5,1
UgxietjajefZb0ANzYB4AaABAg,Wow very nice mom,3,0
UgzMU5HH4Ul_gKLGNad4AaABAg,Khaiye or mote ho jayeðŸ‘Œ,6,1
UgyVveybxAya_LF_Ybd4AaABAg,Mam you are blessing for Home Alone Bachelors. Thanks a lot.,1,0
UgyqgSPrm3WMy1nB6YR4AaABAg,Misti dokane je poreta hoy tar recipe din,6,1
UgxvUo5q3F5O54j0UMx4AaABAg,Nisha mam aap ne coriander powder ko fry Kara hai kyaa,7,1
Ugx-pjK372UGcbv8tsh4AaABAg,Hlo mam..I luv ur method...nd ur smile also,4,0
UgxtItnT5-KK_vzOYzZ4AaABAg,Mam mash ki dal waly parathy ki recipe  shar kary.,6,1
Ugwj1_2gAUcIPlsPK6Z4AaABAg,kk mam sure I will let u know how it is made and I am sure it will be yum ....â˜ºâ˜º,6,1
UgzBEZCOCwq4KyKJYwN4AaABAg,yum recipe i will make it tomorrow â˜ºâ˜º,2,0
Ugw7VFF7uLeQr7XP4Bh4AaABAg,Thanks a lot mam..I tried to made Nd it was really very tasty...thanku so mch,5,1
UgwvOCQoMBX38dxmvcZ4AaABAg,good cooking ma'am,5,1
UgxWaS6w7zj5i8x91Ep4AaABAg,Awesome awesome awesome awesome awesome awesome,4,0
UgzIdS5LJReEEps3N4F4AaABAg,Helped me ðŸ™ðŸ»ðŸ™ðŸ»ðŸ™ðŸ»,6,1
UgzzXVgBt5hq4eXMkit4AaABAg,thank u,1,0
UgysRWFi7RkoTYcNXel4AaABAg,mam you are the best ....... no one is like you,4,0
UgxtnY8luoYtPGgLGkN4AaABAg,Thank you Mam,1,0
Ugxil3j_RBjYsl4gOQd4AaABAg,Awesome madam,3,0
UgxjcKxy7gI3GofV_aR4AaABAg,nice,3,0
UgwMcTCdeir7eYRH9qh4AaABAg,Favourite favourite my favourite â¤ï¸,6,1
Ugzm8eT8Tiboq5t9_xN4AaABAg,Thanks,1,0
UgxR5fnNy9edNRYDe3d4AaABAg,can we add cheese over potato stuffing  ?,7,1
UgzYBQlNPfl_1LacFEV4AaABAg,Thanks,1,0
Ugz6HgKik7fOeeq9AnB4AaABAg,I LOVE IT,6,1
UgyxcuvjB7T_nVdD6V94AaABAg,Nice mam,3,0
UgwAe2r9JNLp08JNmMd4AaABAg,Mam jab main tey karti hun to allo pranda se bahar aa jate hai kya karo,7,1
UgzIgXx-VndI7mUgm4F4AaABAg,I love the way she explain she reminds me my mother ðŸ˜˜ðŸ˜˜ðŸ˜˜ðŸ™,4,0
UgzKpGu2Dc0vmVcvqCN4AaABAg,It's very very yummy yummy dish Nisha jiii thanks for uploaded on this video paratha video thanks once again Nisha jiii,5,1
UgxBH58yrORxK9EKS3R4AaABAg,Aunty thanks for sharing such nice receipts. I'm a big fan of your recipes. When I make aloo paratae  as you said I get the stuffing coming out in the sides when I roll them. Kindly help me out with this,5,1
UgzEllfq5uvAwMzJ1Tt4AaABAg,i like this process,6,1
Ugx1-VzxgRf3YyPFhPl4AaABAg,Aaj hi banaya Maine aaloo ke parathe. so yammi ... thank you mam love you always.,5,1
Ugy27GO6MsyD1USmBI94AaABAg,Mam aaj mai banaungi kash mai dikhapati,6,1
UgwDgXHwA5PO5MoiUFZ4AaABAg,Wow,3,0
UgzxA2Hc4VzFfXiylux4AaABAg,Yummy,2,0
UgzE5jrEkT70mGLJB5B4AaABAg,"Thank you so much maâ€™am, I made it today.. itâ€™s yummy.. very easy.. love youðŸ˜˜ðŸ˜˜",5,1
UgyJj-EAiSFLf9GaUIh4AaABAg,bhookh lg gyi ðŸ˜ðŸ˜,6,1
Ugw6NyBG2I4QDQ_Z0JJ4AaABAg,nice,3,0
UgzTnUXzZtKJBsiZZBl4AaABAg,I made aloo and paneer paratha as per ur recipes and they turned out to be very tasty. My daughter loved it. Thank you Nishaji...,5,1
UgxSBRrAwmIjVrhPNQF4AaABAg,Thanks lot you sharing this video,1,0
Ugw3LvOrS5WphKvoC-h4AaABAg,Aunty m ap k ghr aa rhi hu.....mjhe app k hath se khana h,6,1
UgwXR-3I7uv3WgnYGLZ4AaABAg,Love the way you explain maam with smily face,4,0
UgzBopJS3GghHDw2SIR4AaABAg,I have tried it..it was easy and delicious ðŸ˜ thanks mam for sharing ðŸ˜ðŸ‘Œ,5,1
UgxuGE-2DdIeyyuLkfZ4AaABAg,AwÃ¨some !! Great taste,2,0
Ugxe40FF1L9sMKa0YB54AaABAg,Mam maida se paratha bana sakte hai kya,7,1
Ugy-A7O9iTX1_xETM1F4AaABAg,You are best cook mam I love your voice,4,0
Ugwj-kN2bZvDAFMy8NJ4AaABAg,Ap bohot achhe se sikhati hnðŸ˜Š,4,0
UgxmGwgVf8OW6bjRmoF4AaABAg,Aunty aap jitni sweet ho utni hi sweet tarike se apne paratha bana na sikhaya hai thank you aunty.,5,1
UgwmwL0-4fFMIK5oP3d4AaABAg,WowwwðŸ˜˜ðŸ˜‹ðŸ˜‹ðŸ˜‹,3,0
UgxxVCga5LvyFPUPKnV4AaABAg,wow,3,0
UgzucYX5Mu1GueAcmtN4AaABAg,i'l mam.....tnx 4 ur kind rply,1,0
UgzKSxrJWNAUo-0cJj54AaABAg,so nice,3,0
UgyxLNaJomvNdYoI9bh4AaABAg,Wow,3,0
UgwEtR0FTIyDFadL3514AaABAg,Its yummy....but when I make my potatoes arent so dry.....they became soggy....wat shud I do fr that..,5,1
UgwnVOYmO5AfJ8_4hXJ4AaABAg,I like u aloo parath,2,0
UgxmcQN6nXmVKL3kl0x4AaABAg,"mam, can I do it without dried mango powder?",7,1
UgwCH74Hfex0e6W-ip54AaABAg,You can show in picture double sided paranta,6,1
UgxAwmQlmDNMS-wTZmB4AaABAg,so sweet and nice way of ur cooking madam,4,0
UgwDzBPDp3CgbGkiPWB4AaABAg,nice recipe...,2,0
UgxDbyJfHvd1gtWQVVx4AaABAg,Superb,3,0
UgyMVnMfGcR6P8naKIN4AaABAg,super parate,2,0
UgwMYDbRnUKnPUOB4AR4AaABAg,awesome,3,0
Ugzpq-GCSK2zCrVAayt4AaABAg,Very Yummyyyyyyyyyâ¤â¤ðŸ’—ðŸ’—ðŸ’—ðŸ’—ðŸ’—,2,0
UgyKBF3kY7m6dKLYkEF4AaABAg,Cute aunty,4,0
UgytBkldT0ZrbiqQPx94AaABAg,You are talking too much!,6,1
UgwOpBg99CoF04c21AF4AaABAg,"tank you ji ,maine bana ys achha bana",1,0
Ugx7QwQ4Xk-V6nKRvsl4AaABAg,nice,3,0
UgyZa6PhavAAgAbnVN14AaABAg,Nisha mam u cooked so well thanks for explaining so wonderfully,5,1
UgzwmHvkFa-igkHH9zx4AaABAg,Awesome maam.. ðŸ˜˜ðŸ‘ŒðŸ‘ŒðŸ‘ŒðŸ‘ŒðŸ‘Œ,3,0
UgxfQFtVnFLpAzPRSW54AaABAg,Thank you Aunty,1,0
UgwXRjKeuHdWIXMH9v14AaABAg,thanks mam. it was really helpful,1,0
UgxC3cODtW9wxTleFB14AaABAg,Nice Mam....,3,0
Ugy12C0szA4rvUtczvV4AaABAg,It is very bad,6,1
UgzxkXxT4YsmKuZauuJ4AaABAg,wow mem,3,0
UgwCLHdUp7MEmHzdBhh4AaABAg,nice  paratha,2,0
Ugzz1ucsSoN24R_Irjl4AaABAg,Mujhe stuffing varne me hi problem hota he...,6,1
UgzVZVgAC4exQkjJ2dJ4AaABAg,Yammy ðŸ˜‹,2,0
Ugw6L_izeqLHvMKLwDV4AaABAg,mam aapke parathe dekh kr bhuk lg gyi looking so yummy..,2,0
UgwOSzCNmfY3uiP5Tkt4AaABAg,aap bahot sweet ho mam..,4,0
UgzAfwTcW2RaTP2P66R4AaABAg,Wow tq for showing how to stuff the parathasðŸ‘ŒðŸ˜Š,5,1
UgyW1LY6VsJBqGaMqiJ4AaABAg,Very nice Partha thank youðŸ‘ðŸ‘,5,1
UgwQnCnqoKm3f8BQh_B4AaABAg,Nice paratha anty thank you so much ðŸ˜ŠðŸ˜Šbohot achhe he ye parathe yaammmiiiiiiðŸ˜‹ðŸ˜‹,5,1
Ugw_huQHRTRF_a-EMIp4AaABAg,Thank you madam,1,0
UgxWSf0NDI4Kyoo3EwF4AaABAg,yummy...ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜—mam hi baut dher bad dkae apke epiðŸ˜Š,2,0
Ugx7fMBZjEFAHSEn1AJ4AaABAg,Stuffing ko jeers se fry Nahi Kar shaktea hai,7,1
UgyPklACaKf3Y-azgxZ4AaABAg,Nisha Mandulia your all video are very excited,3,0
UgxRwDntRK9_ImpfE9d4AaABAg,Nisha ji I watch all your videos lekin mere se roti aur stuffed paratha gol nahi hote,6,1
UgyIzBZvogNnAKpDMyR4AaABAg,Beautiful woman and a very good recipe :))) Thank you very much!,5,1
UgzL_qTXyzKZrs6tttx4AaABAg,thanq.appa ka raspice bhoth follow karthee hum.,1,0
UgxnY4Ag05DMksOwcnt4AaABAg,Super DadiðŸ˜‹ðŸ˜‹ðŸ˜˜,3,0
UgxvlC74K8s4D8zI-Wd4AaABAg,mam u r really genius,4,0
Ugwsj-dS5J_7Z6aBMWV4AaABAg,very testi,2,0
Ugy9XgWVSorgGfCFxR94AaABAg,Mam Main pehle parathe ko bina tel ke sekti hu phir tel lagati hu. Ab aapke method se try karungi,6,1
UgwC25snsDTXGqVYts54AaABAg,very nice,3,0
Ugx2tFvo2tOhHwpLa9B4AaABAg,Luking very testyðŸ‘Œ,2,0
UgzDI4RuBuDe6RzveJx4AaABAg,I love aloo paratha mam.i wll try ur process.Thankyou.....,1,0
Ugw4caI_9BP5Gu84BHV4AaABAg,Nyc maa ji bahut tasty Hai,5,1
Ugy7x7sYgPo0KMlQVtZ4AaABAg,tnx a lot mem tody on order 26aloo k paratha tho maine apke video dekhke try karenge thank you so much...,1,0
UgwOVoRCLRI_9LqBKJd4AaABAg,You are awesome .  Your recipe's are soo good,4,0
UgyCqictySO4cHqX-5l4AaABAg,niceeee,3,0
Ugw0hDrVMwn913s5LcR4AaABAg,very  nice,3,0
Ugwwzpc75mDQzheM59h4AaABAg,Thank u ji I ll try,1,0
UgyEzacxjW_tl6z8lC94AaABAg,You are the best online chef in the whole world! Simply amazing. I love your Hindi too!,4,0
Ugx-wTF9unasfu-r-Y14AaABAg,I tried this recipe and it comes out very delicious,2,0
UgySh5WJrK0SYNBG19p4AaABAg,thank u nisha mam u r recipe is so nice,5,1
UgypWjWf-efDq_GCeWh4AaABAg,What you use to record your videos,6,1
Ugw8N6M9plXvnkgFq5Z4AaABAg,nice,3,0
UgzprpR68FZLOUshVq14AaABAg,Bahut acchi hay ap ke resepi bahut acchi tarha samjatei hay,4,0
UgymfLUBnUkyBEaWHa14AaABAg,Porotta and style also very sweet,4,0
UgxitXbnn0kNvu4Vag54AaABAg,Yummy,2,0
UgwkZgIQqHXqYgq0AFZ4AaABAg,This woman is talented. Much respect from Pakistan..,4,0
UgwUrf2gTKztOPvkMVl4AaABAg,Nice video mam....thank u so much n love uðŸ˜Š,5,1
UgyRk4eQR5r-itFWNbZ4AaABAg,"Hello Ma'am. You are a fantastic teacher and I love your recipes.Thank you for patiently explaining every detail of the recipes.
God Bless You !!",5,1
UgwxNhZ3tyJpmKg0XwR4AaABAg,Nisha à¤œà¥€ you are  great,4,0
UgyV_gu9em6jn7990zV4AaABAg,mem aaj hamne aloo ke parante banye te bahut testy bane te thank you mem,5,1
Ugx2nblMINdjTUzbSTl4AaABAg,I can get the recipe for the aloo paratha,6,1
Ugy3ClShH0aIeNIYZVN4AaABAg,Very very nice Pratha,2,0
UgzU4oMmr7GlY8QyYzd4AaABAg,I like all your recipe and they all are very nice...Thank you so much..â¤,5,1
UghfvuAby6yW5HgCoAEC,Wow very nice mam,3,0
Ugx8QuGVJ8LTePO3-nh4AaABAg,"my fabrit aloo paratha 
app banate hue dekh mu me
pani agaya",6,1
Ugzqpyz_O1ZM0zcGHWF4AaABAg,Nice video I like it ðŸ˜€ðŸ˜†ðŸ˜†ðŸ˜‰ðŸ˜Š,3,0
Ugz-ZSrnKCLHy1MLQCB4AaABAg,So nice way of teaching. Love your style,4,0
UgwClm5BcQKIINhDLH54AaABAg,Awesome.,3,0
UgyQAg5mEVP09cuSb-p4AaABAg,Thanks,1,0
UgySuiSgB_vqNJJAhH14AaABAg,"Namastae nisha aunty 
Thanks a lot for helping to make aalo ke paratha 
I and my sister trying this first time",1,0
Ugxrn0KIGmF-SMhHUyt4AaABAg,so yummy ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜‹,2,0
UgyBsXrpTT5uFx0a1F94AaABAg,yeeee mene. bnaye apne hatho se tnx aunty,1,0
UgxIGqBBbxxboAl1AtJ4AaABAg,"It looks very good, I wish you speak Inglish that we can understand and make a copy",6,1
UgyBJXk3LYcP0a92CTd4AaABAg,Nice nisha mam,3,0
Ugyv8LXjzteMCPEUD-R4AaABAg,Hi mam aloo paratha kea sath kon si sabzi serve karoo ?,7,1
UgxL7jFU0KCPbN2Trb94AaABAg,Hello dear nice it is very easy now. Thank you ðŸ‘,1,0
Ugym1hdIZxgG5d_tIQR4AaABAg,yummy paratha,2,0
UgwJktzGPuXXiT6fOgB4AaABAg,Mam its great to see u make awesome dishes n learn from u,4,0
UgySt6ayntYF5oVlc_d4AaABAg,I will try maam thnxxx,1,0
UgyOXebPNPtCVEgqFld4AaABAg,Thanks a lot ma'am,1,0
Ugx1cPftWCQQao3IhkB4AaABAg,very nice and easy receipe ma'am .. bahot achhe se shikhate ho aap..i loved it.thank you so much.,5,1
UgyAoOgqcVRXnoLFZ-p4AaABAg,Nice.i liked your recipe its very easy,5,1
UgxP24EKk5CA1djq14V4AaABAg,super..... thanks lot mam,5,1
Ugzp54YikCW28moFViN4AaABAg,"ðŸ¤¤ðŸ¤¤ðŸ¤¤ðŸ¤¤ðŸ¤¤ðŸ¤¤ðŸ¤¤ðŸ¤¤ðŸ¤¤ðŸ¤¤ðŸ¤¤ðŸ¤¤ðŸ¤¤ðŸ¤¤ðŸ¤¤ðŸ¤¤ðŸ¤¤ðŸ¤¤ðŸ¤¤ðŸ¤¤ðŸ¤¤ðŸ¤¤ðŸ¤¤ðŸ¤¤ðŸ¤¤ðŸ¤¤
I want to eat that paratha in a wild way mannnn!",6,1
UgyGVdXehWApbBKHvJ94AaABAg,sorry mam mujhe ye pasand nahi aaya,6,1
UgyRysi9S89wE50tv-p4AaABAg,Superb...,3,0
UgxYQ__JBbZ6cVAteUV4AaABAg,I like your recipes.,2,0
UgwWIo6-6FjGHNV9yN94AaABAg,Very nice mossi,3,0
UgzzJ_TzyhXoKZSsvjd4AaABAg,good,3,0
Ugz5Y29u4KWx6y6AZhl4AaABAg,tasty,2,0
Ugxskob4sbo8BgGdy-Z4AaABAg,thanks mam,1,0
UgzRhDQIpM7m_FYL_xJ4AaABAg,thanks ji,1,0
Ugwdc8z_dSOIJH0GUWx4AaABAg,I like your all recipes mam,2,0
UgxL6gQT8OoVuJmMvqx4AaABAg,thanks for sharing,1,0
Ugy9Q8CD0ZhaKjw81Q94AaABAg,Ma'am you are great,4,0
Ugyqf3PwrgYnOxwVovV4AaABAg,Today  my mom is going  to make it,6,1
Ugzv6dhoGX8F8O7rJY14AaABAg,Aunty you talk and look like my mom ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜,4,0
UgywsYIdwj0_JVxGPOB4AaABAg,Thank you,1,0
UgwszMog1MvJ7Did6Rx4AaABAg,Thanks aunty and the way you speak i really love it. You are so sweet.,5,1
UgwQdLN-7y3K8VYWAVl4AaABAg,Thnx mam Maine Aaj aloo parantha Banaya ND Bhoot yummy ðŸ˜‹ bane the....pehle Mujhse ye stuffing parantha K Bahar Aa Jati thi but Aaj Maine Aapko follow Kiya then result ðŸ‘ ....mummy ki help K Bina maine parantha banaya thnx once again mam,5,1
UgxTzyCayw8YOmIAbrN4AaABAg,Thanks nisha mam,1,0
Ugys0AEfUXy0Y8Xgl-V4AaABAg,Thank you anti ji,1,0
Ugw2wtag4-hwe9Ax08x4AaABAg,mam you are the best.,4,0
Ugys3rcHl_0M7rIX2PR4AaABAg,thanks mam i like this,1,0
Ugw6q8U_om-1XoyHwrJ4AaABAg,what can we use instead of Amchur powder mam??,7,1
UgyE9h_t_xiwwmvB8IB4AaABAg,Thankyou,1,0
Ugx36zFGrgeECLDB_P94AaABAg,pratha,6,1
UgxrpzyZDvf9-SdNaXV4AaABAg,nyc,3,0
Ugj3wLIBksmT0XgCoAEC,This was the best way I could do aloo parantha. I did for the first time but yeyyyy it came out so well that my husband liked it a lot. Thank you so much for the video.,5,1
Ugxu6NVlpm-OCiwpDER4AaABAg,kk thaqu,1,0
UgxYFbPTEyY9HjqGHgJ4AaABAg,man it's really good but jese 1-2 minutes Me kya ban sakta he,6,1
Ugxguq8ezPfKCa-eOVF4AaABAg,finally i got success thanks a lot you made my day.,1,0
Ugy6hpO4DE7ZfIlk7x54AaABAg,"marvellous recipe mam thanks,, but whenever I make parathas it always remains undercooked from places what to do please guide",5,1
UgxHWStl7mduyutevlh4AaABAg,nice one,3,0
UgyKWMTWebV-QbRBzjB4AaABAg,Mam isme jira aur ajvain b dal sakte hai?,7,1
UgzFKyp9WOcybiCYEUt4AaABAg,Yppppiiiii .....,6,1
UgwtZbQbKeL9yyf-Cxl4AaABAg,omg...supeer tasty mam,2,0
UgxFYGlHXc0zR_JNQL94AaABAg,so yummy.,2,0
UgwoDEFZZAo-TrAk-m94AaABAg,nice aunty ji so yummyyy,2,0
Ugz0JtO3H5luiVP2ND54AaABAg,aap ki recipe 7 mint ka aap ki aat 20 mint kasa hoa olo banre ho kya,6,1
UgzUEzft1FxSNmA0S4Z4AaABAg,Very nice,3,0
Ugz1nDab912KA_-kH9F4AaABAg,Mam you are too good i trythis recipe and we love it,4,0
UgyqKUN6DBv1wHfDWKR4AaABAg,Maine aj he banaya hai bht achi boni ha mam thanx,1,0
UgytdCDbrYkh7Kjn_k94AaABAg,Love all ur recipies maam...ur videos makes it easy for me to cook something,5,1
Ugz2FPn3IblRxCeaJqV4AaABAg,Very nice ... I don't know how to cook this receipe but now I can make it easily for my husband and children thanks,5,1
UgypPL13e3erkT8QBjJ4AaABAg,Asalam o alikum.... Aunty I love ur all recipes...,4,0
UgxbYEngV1917cjsrWx4AaABAg,Nishaji aapki recipes bahut acchi rahti hai ...aajkl to mai kuvh bhi banane se pahile aapki recipe jarur dekhti hu.thank you nisha ji,5,1
UgyEWPnqgQa-2U3YqBd4AaABAg,Nice ðŸ‘ðŸ‘,3,0
UgysYebhP8W3krxL6PB4AaABAg,Nice,3,0
Ugwnj4JC_BDPbLFjm4p4AaABAg,Thanks,1,0
UgzcOTDb1negKACEfkV4AaABAg,amazing.,3,0
UgxmzgT0gjcShr1LeDB4AaABAg,Very nice,3,0
UgwDpho-zeSNyaf0x-Z4AaABAg,Thanks mam,1,0
UgzRyxUlKDSqZde-jX94AaABAg,Nice,3,0
UghJNLdbZlV_5XgCoAEC,Superbbbbb!!!!!!,3,0
Ugx1d12QfSOvYzShPOZ4AaABAg,I tried ur recipe.. it came out really good and tasty...,2,0
Ugy_LGG1LfeATN47_e14AaABAg,very Delicious mam,2,0
UgzSww70jD4Owpdu-ex4AaABAg,thanks a lot nisha ji,1,0
Ugwn6bgiXcRMJdDmtTl4AaABAg,Thanks,1,0
UgzZKb7ETdNSj3qyVFV4AaABAg,"thanks 
the way u talks is very very loving",5,1
UgxXN-V82KFw9KGcjK54AaABAg,I like your cooking style your best I want to tast u r food,4,0
Ugz3L2wY3t6xgwlRyxF4AaABAg,super,3,0
UgxOb3Vo5-qsEnkitoR4AaABAg,Wow yeh to mare mummy bhi banati thi par yeh usa bhi tasty lagta ha,6,1
UgzwtaLkuG3YHE_ar9R4AaABAg,nice,3,0
UgzfzOPL1e_iTwTMoMh4AaABAg,Mujhe aapke sikhane ka tarika bahut acha lagta hai,4,0
UgwBNttdJOT1MQt0T914AaABAg,thanks alot very Nice god bless u,1,0
UgyZgHC8dTlksN6w17p4AaABAg,Ma'am I love the way you explain us the recipe. Exactly the way mom explainsðŸ˜,4,0
UgxeKAtZqLNOG3w8cO54AaABAg,Apne maida ya gehu ka atta use Kia hain ?,7,1
UgwnOzy2aX9Wkvn-bWJ4AaABAg,Aunty JI Aloo paratha AWSOME.,2,0
UgwkckGJg-xURDfmi0h4AaABAg,aloor paratha was famous Indian food,6,1
Ugzd9458tUHDDh8KHk94AaABAg,Superb ðŸ‘,3,0
UgxmjkFyQAgNHbpI7TZ4AaABAg,i made a square paratha. but it was very tasty.,2,0
UgzT7ADrBDu639eHNwN4AaABAg,Thank you very tasty and interesting presentation,5,1
UgyLEx6hdkpGY26fzYJ4AaABAg,than you mam a lot i am going to make right now,1,0
Ugxc1x_9QTjYx76kgIt4AaABAg,I{m so happy it has subtitles! yey!,6,1
UgwbC9-seCxuliKnTBZ4AaABAg,Nice receipy..I ll surely try,2,0
UgxDzWwWnZL6sKOJIOl4AaABAg,Hi mam without dried dry mango masala we kat prepare ma,6,1
Ugwci1gbmtKzhutkmlJ4AaABAg,"i like your videos, very simple explanation",5,1
UgxqdY9WQAJpNTAwovp4AaABAg,Mam mere paranthe sahi se bilte nhi h fat jate h bataiye me kya kru,7,1
UgwK-xqp6xMcfe_to1d4AaABAg,"Very nice presentation  madam
 But u have used very much oil... It will cause risk to health of person",4,0
UgzUFwTjEHY_XLpKvb54AaABAg,nice,3,0
UgzHJ6M4Zw6qxNExndB4AaABAg,Very nice mam,3,0
UgzMVLtFpLsTYUPqqOJ4AaABAg,Itna acha bana hai to 4 5. Ghar par bhej de,6,1
UgwR8sMuIID-7ER7ntd4AaABAg,thanks,1,0
UgypfJg6X4oR9ux8qHx4AaABAg,Thank you i have made it and my family love it thank you again â¤ï¸ï¸â¤ï¸ï¸,1,0
Ugzj73xMAnc1hDjLTDN4AaABAg,Nice recipeðŸ˜š,2,0
UgxfczGhXtzKwhqqjHp4AaABAg,Very tasty and yummy ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜,2,0
UgxKIeHXM4nmtEizB_h4AaABAg,"Hello mam thank u soo much 
For the video",1,0
Ugxn_0D1JDLvjpa_EG14AaABAg,Tnx i Will try this âœŒðŸ‡¦ðŸ‡«ðŸ‡¨ðŸ‡®â¤,1,0
